ingested_at,source,cve_id,title,published,last_modified,cvss,severity,exploited,family,vendors,products,refs
2025-09-18T13:24:03Z,CISA-KEV,CVE-2021-20035,SonicWall SMA100 Appliances OS Command Injection Vulnerability,2025-04-16,2025-04-16,,HIGH,true,other,SonicWall,SMA100 Appliances,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2024-53150,Linux Kernel Out-of-Bounds Read Vulnerability,2025-04-09,2025-04-09,,HIGH,true,other,Linux,Kernel,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2024-53197,Linux Kernel Out-of-Bounds Access Vulnerability,2025-04-09,2025-04-09,,HIGH,true,other,Linux,Kernel,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2025-30406,Gladinet CentreStack and Triofox Use of Hard-coded Cryptographic Key Vulnerability,2025-04-08,2025-04-08,,HIGH,true,other,Gladinet,CentreStack,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2025-31161,CrushFTP Authentication Bypass Vulnerability,2025-04-07,2025-04-07,,HIGH,true,bluetooth,CrushFTP,CrushFTP,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2025-22457,"Ivanti Connect Secure, Policy Secure, and ZTA Gateways Stack-Based Buffer Overflow Vulnerability",2025-04-04,2025-04-04,,HIGH,true,other,Ivanti,"Connect Secure, Policy Secure, and ZTA Gateways",Apply mitigations as set forth in the CISA instructions linked below.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2025-24813,Apache Tomcat Path Equivalence Vulnerability,2025-04-01,2025-04-01,,HIGH,true,other,Apache,Tomcat,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2024-20439,Cisco Smart Licensing Utility Static Credential Vulnerability,2025-03-31,2025-03-31,,HIGH,true,other,Cisco,Smart Licensing Utility,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2025-2783,Google Chromium Mojo Sandbox Escape Vulnerability,2025-03-27,2025-03-27,,HIGH,true,other,Google,Chromium Mojo,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2019-9875,Sitecore CMS and Experience Platform (XP) Deserialization Vulnerability,2025-03-26,2025-03-26,,HIGH,true,other,Sitecore,CMS and Experience Platform (XP),"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2019-9874,Sitecore CMS and Experience Platform (XP) Deserialization Vulnerability,2025-03-26,2025-03-26,,HIGH,true,other,Sitecore,CMS and Experience Platform (XP),"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2025-30154,reviewdog/action-setup GitHub Action Embedded Malicious Code Vulnerability,2025-03-24,2025-03-24,,HIGH,true,other,reviewdog,action-setup GitHub Action,"Apply mitigations as set forth in the CISA instructions linked below. Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2017-12637,SAP NetWeaver Directory Traversal Vulnerability,2025-03-19,2025-03-19,,HIGH,true,other,SAP,NetWeaver,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2024-48248,NAKIVO Backup and Replication Absolute Path Traversal Vulnerability,2025-03-19,2025-03-19,,HIGH,true,bluetooth,NAKIVO,Backup and Replication,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2025-1316,Edimax IC-7100 IP Camera OS Command Injection Vulnerability,2025-03-19,2025-03-19,,HIGH,true,other,Edimax,IC-7100 IP Camera,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2025-30066,tj-actions/changed-files GitHub Action Embedded Malicious Code Vulnerability,2025-03-18,2025-03-18,,HIGH,true,other,tj-actions,changed-files GitHub Action,"Apply mitigations as set forth in the CISA instructions linked below. Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2025-24472,Fortinet FortiOS and FortiProxy Authentication Bypass Vulnerability,2025-03-18,2025-03-18,,HIGH,true,other,Fortinet,FortiOS and FortiProxy,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2025-21590,Juniper Junos OS Improper Isolation or Compartmentalization Vulnerability,2025-03-13,2025-03-13,,HIGH,true,other,Juniper,Junos OS,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2025-24201,Apple Multiple Products WebKit Out-of-Bounds Write Vulnerability,2025-03-13,2025-03-13,,HIGH,true,other,Apple,Multiple Products,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2025-24991,Microsoft Windows NTFS Out-Of-Bounds Read Vulnerability,2025-03-11,2025-03-11,,HIGH,true,other,Microsoft,Windows,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2025-24984,Microsoft Windows NTFS Information Disclosure Vulnerability,2025-03-11,2025-03-11,,HIGH,true,other,Microsoft,Windows,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2025-26633,Microsoft Windows Management Console (MMC) Improper Neutralization Vulnerability,2025-03-11,2025-03-11,,HIGH,true,other,Microsoft,Windows,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2024-13161,Ivanti Endpoint Manager (EPM) Absolute Path Traversal Vulnerability,2025-03-10,2025-03-10,,HIGH,true,other,Ivanti,Endpoint Manager (EPM),"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2024-13160,Ivanti Endpoint Manager (EPM) Absolute Path Traversal Vulnerability,2025-03-10,2025-03-10,,HIGH,true,other,Ivanti,Endpoint Manager (EPM),"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2024-13159,Ivanti Endpoint Manager (EPM) Absolute Path Traversal Vulnerability,2025-03-10,2025-03-10,,HIGH,true,other,Ivanti,Endpoint Manager (EPM),"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2024-57968,Advantive VeraCore Unrestricted File Upload Vulnerability,2025-03-10,2025-03-10,,HIGH,true,other,Advantive,VeraCore,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2025-25181, Advantive VeraCore SQL Injection Vulnerability,2025-03-10,2025-03-10,,HIGH,true,other,Advantive,VeraCore,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2025-22226,"VMware ESXi, Workstation, and Fusion Information Disclosure Vulnerability",2025-03-04,2025-03-04,,HIGH,true,other,VMware,"ESXi, Workstation, and Fusion","Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2025-22225,VMware ESXi Arbitrary Write Vulnerability,2025-03-04,2025-03-04,,HIGH,true,other,VMware,ESXi,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2025-22224,VMware ESXi and Workstation TOCTOU Race Condition Vulnerability,2025-03-04,2025-03-04,,HIGH,true,bluetooth,VMware,ESXi and Workstation,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2024-50302,Linux Kernel Use of Uninitialized Resource Vulnerability,2025-03-04,2025-03-04,,HIGH,true,other,Linux,Kernel,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2024-4885,Progress WhatsUp Gold Path Traversal Vulnerability,2025-03-03,2025-03-03,,HIGH,true,other,Progress,WhatsUp Gold,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2018-8639,Microsoft Windows Win32k Improper Resource Shutdown or Release Vulnerability,2025-03-03,2025-03-03,,HIGH,true,other,Microsoft,Windows,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2022-43769,Hitachi Vantara Pentaho BA Server Special Element Injection Vulnerability,2025-03-03,2025-03-03,,HIGH,true,other,Hitachi Vantara,Pentaho Business Analytics (BA) Server,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2022-43939,Hitachi Vantara Pentaho BA Server Authorization Bypass Vulnerability,2025-03-03,2025-03-03,,HIGH,true,bluetooth,Hitachi Vantara,Pentaho Business Analytics (BA) Server,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2023-20118,Cisco Small Business RV Series Routers Command Injection Vulnerability,2025-03-03,2025-03-03,,HIGH,true,other,Cisco,Small Business RV Series Routers,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2023-34192,Synacor Zimbra Collaboration Suite (ZCS) Cross-Site Scripting (XSS) Vulnerability,2025-02-25,2025-02-25,,HIGH,true,other,Synacor,Zimbra Collaboration Suite (ZCS),"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2024-20953,Oracle Agile Product Lifecycle Management (PLM) Deserialization Vulnerability,2025-02-24,2025-02-24,,HIGH,true,other,Oracle,Agile Product Lifecycle Management (PLM),Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2017-3066,Adobe ColdFusion Deserialization Vulnerability,2025-02-24,2025-02-24,,HIGH,true,other,Adobe,ColdFusion,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2025-24989,Microsoft Power Pages Improper Access Control Vulnerability,2025-02-21,2025-02-21,,HIGH,true,other,Microsoft,Power Pages,"Apply mitigations per vendor instructions, follow BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable."
2025-09-18T13:24:03Z,CISA-KEV,CVE-2025-0111,Palo Alto Networks PAN-OS File Read Vulnerability,2025-02-20,2025-02-20,,HIGH,true,bluetooth,Palo Alto Networks,PAN-OS,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2025-23209,Craft CMS Code Injection Vulnerability,2025-02-20,2025-02-20,,HIGH,true,other,Craft CMS,Craft CMS,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2025-0108,Palo Alto Networks PAN-OS Authentication Bypass Vulnerability,2025-02-18,2025-02-18,,HIGH,true,other,Palo Alto Networks,PAN-OS,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2024-53704,SonicWall SonicOS SSLVPN Improper Authentication Vulnerability,2025-02-18,2025-02-18,,HIGH,true,other,SonicWall,SonicOS,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.
2025-09-18T13:24:03Z,CISA-KEV,CVE-2024-57727,SimpleHelp Path Traversal Vulnerability,2025-02-13,2025-02-13,,HIGH,true,other,SimpleHelp ,SimpleHelp,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.
